Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,DC,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5872614312585392,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5345660534642729,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5500584988543233,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6113051987438161,-0.5492744201925015,-0.6328041362999688
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5872614312585392,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5344844346261444,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5500584988543233,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6113051987438161,-0.5492744201925015,-0.6328041362999688
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5869862919531423,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5344844346261444,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5500584988543233,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6113051987438161,-0.5492744201925015,-0.6328041362999688
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5869862919531423,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5344844346261444,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5500584988543233,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6113051987438161,-0.5492744201925015,-0.6328041362999688
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5869862919531423,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5344844346261444,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5500584988543233,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6113051987438161,-0.5492744201925015,-0.6328041362999688
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5869862919531423,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5344844346261444,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5500584988543233,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6106324674528328,-0.5492744201925015,-0.6328041362999688
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5869862919531423,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5344844346261444,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5500584988543233,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6106324674528328,-0.5492744201925015,-0.6328041362999688
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5869862919531423,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5344844346261444,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5500584988543233,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6106324674528328,-0.5492744201925015,-0.6328041362999688
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5869862919531423,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5344844346261444,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5500584988543233,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6106324674528328,-0.5492744201925015,-0.6328041362999688
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5869862919531423,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5344844346261444,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5500584988543233,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6106324674528328,-0.5492744201925015,-0.6328041362999688
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5868945788513433,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5344844346261444,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5500584988543233,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6106324674528328,-0.5492744201925015,-0.6328041362999688
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5868945788513433,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5344844346261444,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5500584988543233,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6106324674528328,-0.5492744201925015,-0.6328041362999688
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5868945788513433,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5344844346261444,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5499024100806753,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6106324674528328,-0.5492744201925015,-0.6328041362999688
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5868945788513433,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5344844346261444,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5497463213070274,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6106324674528328,-0.5492744201925015,-0.6328041362999688
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5868945788513433,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5344844346261444,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5497463213070274,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6106324674528328,-0.5492744201925015,-0.6328041362999688
-0.6337758411158998,-0.5561515025031721,-0.5902298997577936,-0.5740217373125444,-0.5868945788513433,-0.6000642728669143,-0.5265104528293414,-0.5446970283868515,-0.5075055329034942,-0.5781807910673779,-0.5637301760811091,-0.6376183307545258,-0.5137104299749512,-0.6016576934626466,-0.5483628962582948,-0.5476566033796855,-0.5554372385752129,-0.5485110814696735,-0.5810191242345434,-0.5344844346261444,-0.5138029703222114,-0.627033641238004,-0.5767379000436472,-0.5830383868915752,-0.5670290703568601,-0.5594318462459342,-0.6432460108142823,-0.5652603240195473,-0.5499094666446946,-0.51532612851811,-0.5840498097418473,-0.5602190253795405,-0.5381413565615006,-0.5989436299478312,-0.6028122682416571,-0.5333018729456077,-0.5695715137189457,-0.6256591471156852,-0.5322023896477814,-0.47984320495518457,-0.5822785568967138,-0.4601244973162642,-0.5986225339991632,-0.5497463213070274,-0.5959331561634903,-0.5209128166709401,-0.6229755842836774,-0.6808432320084222,-0.6106324674528328,-0.5492744201925015,-0.6328041362999688
